,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),week52_low,EPS_QoQ_percent,Sales_QoQ_percent,week52_high,Relative Strength Value,SMA200_value,Shares Outstanding,SMA50_value,SMA200_percent,Inst. Ownership,SMA150_value,SMA50_percent,volume,prev_close,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
409,OSK,8186.0,10063.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,64.3,0.44,0.05,137.0,10.0,101.74,68510000.0,125.1,0.43,0.93,109.28,0.1,829236.0,136.92,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,593.0,152.0,285.0,4608.0,0.0,43.0,4096.0,0.0,282.0,1.0,0.0,3.0
195,PACW,8186.0,10043.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,15.97,1.1,-0.06,46.0,9.0,33.28,116850000.0,41.74,0.57,0.88,36.54,0.1,976104.0,46.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,583.0,201.0,746.0,4096.0,0.0,44.0,4096.0,0.0,266.0,1.0,0.0,10.0
80,ESI,8186.0,9964.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,10.23,8.93,0.21,23.0,10.0,17.8,247200000.0,20.55,0.42,1.0,19.1,0.1,714868.0,22.67,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,311.0,150.0,357.0,4608.0,0.0,40.0,4096.0,0.0,304.0,1.0,0.0,97.0
464,AVY,8186.0,9954.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,102.81,0.56,0.19,222.0,10.0,172.79,83100000.0,204.03,0.38,0.92,180.72,0.1,412067.0,220.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,528.0,94.0,303.0,4608.0,0.0,42.0,4096.0,0.0,278.0,1.0,0.0,4.0
159,JHG,8186.0,9953.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,18.97,1.65,0.16,38.0,11.0,31.59,171000000.0,34.21,0.29,0.67,32.5,0.11,847541.0,37.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,216.0,59.0,207.0,5120.0,0.0,40.0,4096.0,0.0,198.0,1.0,0.0,16.0
396,ADS,8186.0,9893.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,39.9,8.14,-0.21,125.0,8.0,89.28,49700000.0,113.28,0.59,0.97,96.04,0.06,817994.0,122.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,735.0,155.0,901.0,3584.0,0.0,39.0,4096.0,0.0,294.0,1.0,0.0,88.0
208,SKX,8186.0,9876.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,26.77,0.99,0.15,52.0,10.0,38.79,154820000.0,46.09,0.32,0.99,40.44,0.08,1062782.0,49.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,572.0,87.0,169.0,4608.0,0.0,33.0,4096.0,0.0,301.0,1.0,0.0,9.0
72,WES,8186.0,9831.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,7.34,1.78,-0.13,22.0,9.0,16.44,413100000.0,19.86,0.53,0.39,17.73,0.09,913569.0,21.7,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,492.0,161.0,818.0,4096.0,0.0,40.0,4096.0,0.0,109.0,1.0,0.0,18.0
327,R,8186.0,9732.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,31.1,1.57,0.03,87.0,9.0,68.59,53870000.0,79.38,0.41,0.9,72.18,0.09,431389.0,86.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,409.0,107.0,695.0,4096.0,0.0,41.0,4096.0,0.0,272.0,1.0,0.0,15.0
363,BMO,8186.0,9727.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,45.9,0.28,-0.22,101.0,10.0,81.49,646950000.0,93.47,0.36,0.54,85.07,0.11,834917.0,100.71,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,404.0,90.0,328.0,4608.0,0.0,42.0,4096.0,0.0,157.0,1.0,0.0,1.0
325,LNG,8186.0,9676.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,43.13,0.21,0.14,84.0,10.0,66.54,252900000.0,76.34,0.37,0.95,70.32,0.11,935486.0,84.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,351.0,116.0,173.0,4608.0,0.0,43.0,4096.0,0.0,288.0,1.0,0.0,0.0
62,GT,8186.0,9651.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,7.01,1.02,0.15,20.0,8.0,14.09,235000000.0,18.22,0.56,0.82,15.4,0.09,3136986.0,20.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,750.0,190.0,729.0,3584.0,0.0,46.0,4096.0,0.0,246.0,1.0,0.0,9.0
96,TBBK,8186.0,9630.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,6.4,0.93,0.1,25.0,7.0,17.96,57370000.0,22.44,0.6,0.99,19.99,0.08,464319.0,24.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,502.0,231.0,1376.0,3072.0,0.0,43.0,4096.0,0.0,301.0,1.0,0.0,8.0
369,OC,8186.0,9601.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,44.07,1.24,0.2,108.0,9.0,84.09,105400000.0,98.31,0.31,1.0,88.17,0.09,946289.0,106.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,471.0,99.0,482.0,4096.0,0.0,40.0,4096.0,0.0,304.0,1.0,0.0,12.0
321,BPOP,8186.0,9596.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,34.5,7.44,-0.05,82.0,9.0,62.87,83900000.0,74.18,0.46,0.92,67.2,0.1,793052.0,81.83,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,425.0,141.0,436.0,4096.0,0.0,42.0,4096.0,0.0,278.0,1.0,0.0,81.0
292,BERY,8186.0,9509.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,40.66,0.41,0.13,70.0,10.0,57.38,134300000.0,64.17,0.26,1.0,58.94,0.11,682453.0,70.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,363.0,56.0,34.0,4608.0,0.0,44.0,4096.0,0.0,304.0,1.0,0.0,3.0
346,PAG,8186.0,9455.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,33.65,2.56,0.15,93.0,8.0,70.24,80600000.0,86.72,0.42,0.8,74.6,0.06,193549.0,92.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,665.0,127.0,674.0,3584.0,0.0,42.0,4096.0,0.0,240.0,1.0,0.0,26.0
25,FBP,8186.0,9425.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,5.05,25.99,0.18,13.0,8.0,10.22,217030000.0,12.08,0.46,0.93,10.93,0.08,1178880.0,13.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,431.0,142.0,558.0,3584.0,0.0,44.0,4096.0,0.0,282.0,1.0,0.0,287.0
392,CINF,8186.0,9414.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,52.09,1.5,0.0,121.0,9.0,94.81,161000000.0,110.82,0.33,0.7,100.1,0.09,456254.0,120.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,439.0,114.0,403.0,4096.0,0.0,42.0,4096.0,0.0,208.0,1.0,0.0,15.0
427,UHS,8186.0,9414.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,88.61,0.48,0.07,161.0,10.0,135.63,84780000.0,146.18,0.24,0.95,137.63,0.11,623036.0,160.6,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,254.0,30.0,92.0,4608.0,0.0,42.0,4096.0,0.0,288.0,1.0,0.0,3.0
463,MHK,8186.0,9264.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,70.47,1.18,0.17,230.0,7.0,165.22,70180000.0,207.77,0.5,0.77,178.22,0.07,474433.0,218.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,679.0,161.0,981.0,3072.0,0.0,34.0,4096.0,0.0,230.0,0.0,0.0,11.0
316,ATKR,8186.0,9174.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,20.69,0.71,-0.29,89.0,5.0,56.78,46800000.0,77.0,0.69,0.99,64.47,0.05,478623.0,82.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,796.0,277.0,1619.0,2048.0,0.0,30.0,4096.0,0.0,301.0,1.0,0.0,6.0
467,IQV,8186.0,9148.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,135.99,6.5,0.14,236.0,9.0,190.78,191300000.0,219.75,0.27,0.92,198.04,0.1,1040488.0,231.48,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,449.0,78.0,42.0,4096.0,0.0,39.0,4096.0,0.0,278.0,0.0,0.0,70.0
200,SYF,8186.0,9124.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,17.63,2.81,-0.15,47.0,8.0,37.32,583300000.0,42.86,0.36,0.98,39.65,0.08,5032234.0,46.91,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,332.0,128.0,614.0,3584.0,0.0,42.0,4096.0,0.0,298.0,1.0,0.0,29.0
406,GPC,8186.0,9029.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,76.4,0.78,0.09,134.0,9.0,107.91,144410000.0,123.25,0.26,0.78,111.52,0.09,868879.0,132.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,431.0,69.0,54.0,4096.0,0.0,41.0,4096.0,0.0,234.0,1.0,0.0,7.0
17,PAGP,8186.0,9018.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,5.65,1.11,0.01,13.0,9.0,9.09,194000000.0,9.6,0.26,0.84,9.39,0.11,2472948.0,10.7,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,92.0,68.0,390.0,4096.0,0.0,12.0,4096.0,0.0,253.0,1.0,0.0,10.0
291,LNC,8186.0,9012.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,30.14,3.42,0.03,70.0,8.0,54.92,191780000.0,64.99,0.43,0.81,58.04,0.08,1782130.0,70.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,490.0,116.0,403.0,3584.0,0.0,43.0,4096.0,0.0,243.0,1.0,0.0,36.0
397,SNX,8186.0,8923.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,48.79,0.29,0.21,126.0,7.0,95.4,51150000.0,121.05,0.4,0.79,101.6,0.04,205689.0,121.72,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,784.0,133.0,563.0,3072.0,0.0,37.0,4096.0,0.0,237.0,0.0,0.0,1.0
472,SNA,8186.0,8907.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,128.88,0.4,0.19,255.0,8.0,199.66,54200000.0,239.85,0.36,0.96,208.94,0.07,230771.0,253.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,606.0,95.0,192.0,3584.0,0.0,41.0,4096.0,0.0,291.0,0.0,0.0,2.0
436,RS,8186.0,8841.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,89.88,3.5,0.1,177.0,8.0,136.03,63650000.0,161.18,0.33,0.87,142.17,0.07,306762.0,170.6,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,548.0,92.0,186.0,3584.0,0.0,36.0,4096.0,0.0,262.0,0.0,0.0,37.0
15,PAA,8186.0,8823.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,5.46,1.13,0.01,12.0,9.0,8.9,722000000.0,9.34,0.26,0.47,9.17,0.11,3119163.0,10.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,76.0,62.0,326.0,4096.0,0.0,21.0,4096.0,0.0,134.0,1.0,0.0,11.0
437,PRAH,8186.0,8814.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,92.24,0.36,0.19,172.0,8.0,135.78,64800000.0,163.53,0.36,0.95,144.01,0.07,1030977.0,171.9,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,555.0,124.0,122.0,3584.0,0.0,43.0,4096.0,0.0,288.0,0.0,0.0,2.0
103,STL,8186.0,8812.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,9.74,7.16,-0.14,27.0,7.0,20.66,191890000.0,24.53,0.46,0.88,22.23,0.07,1674566.0,26.64,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,424.0,156.0,679.0,3072.0,0.0,40.0,4096.0,0.0,266.0,1.0,0.0,78.0
416,XPO,8186.0,8787.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,68.33,4.56,0.24,148.0,8.0,121.03,106000000.0,136.19,0.29,0.95,125.46,0.08,383256.0,144.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,350.0,75.0,307.0,3584.0,0.0,38.0,4096.0,0.0,288.0,0.0,0.0,49.0
179,FITB,8186.0,8769.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,17.03,13.46,-0.15,43.0,7.0,32.9,714430000.0,39.5,0.44,0.81,35.26,0.08,3358650.0,42.9,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,493.0,147.0,527.0,3072.0,0.0,42.0,4096.0,0.0,243.0,1.0,0.0,148.0
45,CNHI,8186.0,8707.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,5.5,0.44,0.1,17.0,7.0,13.66,1350000000.0,15.81,0.45,0.54,14.76,0.09,3801500.0,17.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,291.0,165.0,875.0,3072.0,0.0,47.0,4096.0,0.0,157.0,1.0,0.0,3.0
156,UNFI,8186.0,8704.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,14.57,4.41,0.07,39.0,6.0,26.14,56140000.0,35.33,0.55,0.9,29.42,0.04,813775.0,35.57,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,823.0,257.0,621.0,2560.0,0.0,28.0,4096.0,0.0,272.0,0.0,0.0,47.0
367,WLK,8186.0,8676.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,42.02,0.67,0.22,105.0,8.0,86.22,127960000.0,95.58,0.3,0.29,89.39,0.09,401552.0,105.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,284.0,75.0,511.0,3584.0,0.0,43.0,4096.0,0.0,77.0,1.0,0.0,5.0
215,CFG,8186.0,8667.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,20.67,16.97,-0.18,51.0,7.0,40.18,425950000.0,46.32,0.39,0.99,42.69,0.09,2640228.0,50.74,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,348.0,128.0,492.0,3072.0,0.0,42.0,4096.0,0.0,301.0,1.0,0.0,187.0
95,SU,8186.0,8664.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,11.28,1.23,0.17,24.0,8.0,18.96,1520000000.0,21.64,0.37,0.69,20.07,0.1,7313308.0,24.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,320.0,120.0,283.0,3584.0,0.0,43.0,4096.0,0.0,205.0,1.0,0.0,12.0
196,VER,8186.0,8585.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,24.85,0.45,-0.03,48.0,8.0,38.51,229160000.0,42.81,0.23,0.98,39.28,0.09,1195781.0,45.11,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,368.0,41.0,163.0,3584.0,0.0,32.0,4096.0,0.0,298.0,0.0,0.0,3.0
476,ODFL,8186.0,8568.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,153.34,0.53,0.14,270.0,8.0,220.22,116500000.0,254.35,0.25,0.74,226.48,0.07,676380.0,270.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,504.0,58.0,58.0,3584.0,0.0,43.0,4096.0,0.0,221.0,0.0,0.0,4.0
111,IVZ,8186.0,8560.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,7.24,2.25,0.04,28.0,5.0,21.59,461600000.0,26.64,0.49,0.88,23.44,0.04,6969332.0,27.76,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,559.0,175.0,1352.0,2048.0,0.0,41.0,4096.0,0.0,266.0,0.0,0.0,23.0
184,CG,8186.0,8556.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.57,2.37,0.0,45.0,8.0,34.58,354230000.0,40.66,0.34,0.36,36.69,0.08,889742.0,43.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,443.0,125.0,149.0,3584.0,0.0,36.0,4096.0,0.0,99.0,0.0,0.0,24.0
496,SIVB,8186.0,8441.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,183.13,2.94,0.2,588.0,6.0,458.99,54300000.0,536.63,0.47,0.91,498.81,0.08,463154.0,577.54,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,311.0,178.0,949.0,2560.0,0.0,40.0,4096.0,0.0,275.0,1.0,0.0,31.0
383,CM,8186.0,8438.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,58.77,0.35,-0.27,110.0,8.0,92.28,447280000.0,102.47,0.27,0.71,95.3,0.09,394741.0,110.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,308.0,67.0,126.0,3584.0,0.0,43.0,4096.0,0.0,211.0,1.0,0.0,2.0
88,KEY,8186.0,8373.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,10.21,4.02,-0.13,24.0,7.0,18.61,964880000.0,21.36,0.39,0.81,19.76,0.1,5778904.0,23.52,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,332.0,127.0,420.0,3072.0,0.0,39.0,4096.0,0.0,243.0,1.0,0.0,43.0
495,EPAM,8186.0,8373.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,218.64,0.26,0.2,461.0,7.0,374.03,56170000.0,439.01,0.25,0.97,390.17,0.07,277304.0,447.74,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,513.0,88.0,271.0,3072.0,0.0,38.0,4096.0,0.0,294.0,0.0,0.0,1.0
171,TX,8186.0,8347.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,13.97,7.52,0.15,41.0,6.0,32.29,196310000.0,39.43,0.45,0.22,34.36,0.05,707683.0,40.55,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,604.0,131.0,779.0,2560.0,0.0,41.0,4096.0,0.0,54.0,0.0,0.0,82.0
164,SEM,8186.0,8338.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,13.62,1.07,0.09,39.0,6.0,30.25,130330000.0,36.3,0.38,0.8,32.13,0.05,536505.0,37.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,532.0,127.0,735.0,2560.0,0.0,38.0,4096.0,0.0,240.0,0.0,0.0,10.0
180,BAC,8186.0,8211.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,22.21,1.16,-0.29,43.0,7.0,33.86,8700000000.0,40.2,0.36,0.73,36.04,0.07,37623460.0,42.74,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,473.0,132.0,166.0,3072.0,0.0,42.0,4096.0,0.0,218.0,1.0,0.0,11.0
131,NVT,8186.0,8204.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,17.11,2.56,0.05,32.0,7.0,25.6,167700000.0,29.85,0.35,0.94,26.86,0.07,839964.0,31.96,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,456.0,101.0,125.0,3072.0,0.0,42.0,4096.0,0.0,285.0,1.0,0.0,26.0
420,EXP,8186.0,8196.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,59.46,0.84,0.18,152.0,6.0,118.0,42000000.0,142.0,0.37,0.97,126.52,0.07,520778.0,151.68,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,501.0,148.0,547.0,2560.0,0.0,42.0,4096.0,0.0,294.0,1.0,0.0,7.0
257,USB,8186.0,8172.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,31.99,1.02,-0.19,62.0,7.0,50.2,1500000000.0,58.36,0.32,0.77,52.45,0.07,5789789.0,62.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,462.0,92.0,167.0,3072.0,0.0,43.0,4096.0,0.0,230.0,1.0,0.0,9.0
450,VMC,8186.0,8074.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,99.06,1.69,0.02,193.0,7.0,160.11,132750000.0,179.42,0.26,0.91,166.63,0.08,476440.0,193.11,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,314.0,83.0,173.0,3072.0,0.0,43.0,4096.0,0.0,275.0,1.0,0.0,17.0
315,CMA,8186.0,8029.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,32.14,6.81,-0.25,80.0,6.0,63.15,140000000.0,73.32,0.39,0.83,67.3,0.08,1505564.0,79.65,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,366.0,135.0,505.0,2560.0,0.0,42.0,4096.0,0.0,250.0,1.0,0.0,74.0
247,L,8186.0,8028.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,31.06,1.44,0.14,59.0,7.0,48.4,267390000.0,55.27,0.31,0.64,50.57,0.08,682546.0,58.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,381.0,92.0,143.0,3072.0,0.0,41.0,4096.0,0.0,189.0,0.0,0.0,14.0
151,PDCO,8186.0,7976.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,16.73,1.06,0.07,36.0,7.0,31.56,95730000.0,33.42,0.2,0.91,32.41,0.08,650251.0,35.59,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,128.0,55.0,298.0,3072.0,0.0,41.0,4096.0,0.0,275.0,1.0,0.0,10.0
471,SBNY,8186.0,7952.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,76.01,0.72,0.02,257.0,4.0,181.51,55000000.0,238.59,0.62,0.99,206.05,0.05,368827.0,246.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,647.0,277.0,1053.0,1536.0,0.0,36.0,4096.0,0.0,301.0,0.0,0.0,6.0
42,PBF,8186.0,7920.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,4.27,0.96,-0.07,18.0,3.0,11.03,119930000.0,14.58,0.59,0.77,12.41,0.04,2666609.0,15.83,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,716.0,256.0,1566.0,1024.0,0.0,22.0,4096.0,0.0,230.0,1.0,0.0,9.0
500,BLK,8186.0,7898.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,501.2,0.51,0.18,874.0,7.0,736.01,152570000.0,814.83,0.22,0.87,754.63,0.07,369455.0,849.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,327.0,52.0,47.0,3072.0,0.0,38.0,4096.0,0.0,262.0,0.0,0.0,4.0
470,WHR,8186.0,7854.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,118.48,1.83,0.24,253.0,6.0,205.37,63000000.0,237.13,0.21,0.94,210.56,0.05,480577.0,245.52,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,517.0,52.0,288.0,2560.0,0.0,38.0,4096.0,0.0,285.0,0.0,0.0,18.0
38,LUMN,8186.0,7853.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,8.62,0.5,-0.04,15.0,7.0,11.86,1080000000.0,13.28,0.28,0.77,12.5,0.09,8847945.0,14.55,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,256.0,111.0,45.0,3072.0,0.0,38.0,4096.0,0.0,230.0,1.0,0.0,4.0
117,NWL,8186.0,7813.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,12.58,1.07,0.21,29.0,6.0,24.08,424900000.0,27.43,0.3,0.89,25.39,0.06,2995680.0,29.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,329.0,111.0,392.0,2560.0,0.0,45.0,4096.0,0.0,269.0,1.0,0.0,10.0
254,MPC,8186.0,7768.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,27.5,0.95,0.15,62.0,6.0,48.21,651000000.0,55.57,0.4,0.78,51.44,0.09,11762824.0,61.52,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,329.0,137.0,361.0,2560.0,0.0,41.0,4096.0,0.0,234.0,1.0,0.0,9.0
241,ABCB,8186.0,7749.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,20.37,5.45,-0.03,57.0,5.0,45.02,69390000.0,53.13,0.46,0.87,48.55,0.06,556682.0,56.51,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,386.0,161.0,695.0,2048.0,0.0,41.0,4096.0,0.0,262.0,1.0,0.0,59.0
