,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),week52_high,SMA200_value,SMA150_value,prev_close,volume,Sales_QoQ_percent,Inst. Ownership,SMA50_percent,week52_low,EPS_QoQ_percent,Relative Strength Value,SMA50_value,Shares Outstanding,SMA200_percent,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
394,ADS,8186.0,10039.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,125.0,87.61,94.61,115.96,430640.0,-0.21,0.97,0.08,38.18,8.14,8.0,112.97,49700000.0,0.62,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,795.0,164.0,988.0,3584.0,0.0,30.0,4096.0,0.0,294.0,0.0,0.0,88.0
395,CINF,8186.0,10023.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,121.0,93.84,99.05,120.04,415470.0,0.0,0.7,0.11,49.25,1.5,10.0,110.05,161000000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,455.0,114.0,485.0,4608.0,0.0,41.0,4096.0,0.0,208.0,1.0,0.0,15.0
82,TBBK,8186.0,9996.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,25.0,17.61,19.66,23.42,857507.0,0.1,0.99,0.1,5.62,0.93,7.0,22.25,57370000.0,0.63,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,540.0,238.0,1709.0,3072.0,0.0,32.0,4096.0,0.0,301.0,0.0,0.0,8.0
475,AVY,8186.0,9984.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,222.0,171.13,178.88,220.44,536552.0,0.19,0.92,0.12,100.48,0.56,10.0,202.04,83100000.0,0.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,530.0,93.0,333.0,4608.0,0.0,41.0,4096.0,0.0,278.0,1.0,0.0,4.0
202,SKX,8186.0,9957.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,52.0,38.53,40.13,47.48,1254355.0,0.15,0.99,0.11,24.91,0.99,10.0,45.72,154820000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,571.0,85.0,259.0,4608.0,0.0,28.0,4096.0,0.0,301.0,0.0,0.0,9.0
44,COMM,8186.0,9940.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,18.0,14.26,15.33,17.84,1662950.0,0.02,0.95,0.11,7.75,0.38,10.0,16.63,201700000.0,0.41,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,347.0,154.0,403.0,4608.0,0.0,41.0,4096.0,0.0,288.0,1.0,0.0,2.0
428,EXP,8186.0,9929.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,152.0,116.64,125.02,150.16,350316.0,0.18,0.97,0.1,53.38,0.84,9.0,140.93,42000000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,521.0,147.0,726.0,4096.0,0.0,41.0,4096.0,0.0,294.0,1.0,0.0,7.0
172,FITB,8186.0,9909.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,43.0,32.48,34.81,41.98,3680484.0,-0.15,0.81,0.1,16.12,13.46,9.0,39.26,714430000.0,0.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,147.0,615.0,4096.0,0.0,39.0,4096.0,0.0,243.0,1.0,0.0,148.0
434,UHS,8186.0,9902.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,160.0,134.54,137.21,157.88,428327.0,0.07,0.95,0.13,88.61,0.48,11.0,144.85,84780000.0,0.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,228.0,41.0,85.0,5120.0,0.0,40.0,4096.0,0.0,288.0,1.0,0.0,3.0
421,XPO,8186.0,9884.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,148.0,119.86,124.89,142.83,576652.0,0.24,0.95,0.12,64.32,4.56,10.0,134.96,106000000.0,0.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,330.0,86.0,390.0,4608.0,0.0,37.0,4096.0,0.0,288.0,0.0,0.0,49.0
221,CF,8186.0,9812.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,55.0,42.29,45.39,53.57,1440784.0,0.08,0.94,0.13,24.63,1.23,10.0,48.43,214900000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,274.0,150.0,348.0,4608.0,0.0,38.0,4096.0,0.0,285.0,1.0,0.0,12.0
149,UNFI,8186.0,9809.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,39.0,25.7,28.77,35.77,1251942.0,0.07,0.9,0.07,14.57,4.41,8.0,35.2,56140000.0,0.59,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,915.0,245.0,621.0,3584.0,0.0,29.0,4096.0,0.0,272.0,0.0,0.0,47.0
101,IVZ,8186.0,9807.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,28.0,21.27,23.14,27.13,2471594.0,0.04,0.88,0.08,6.7,2.25,7.0,26.47,461600000.0,0.54,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,589.0,180.0,1544.0,3072.0,0.0,37.0,4096.0,0.0,266.0,0.0,0.0,23.0
329,R,8186.0,9806.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,87.0,67.82,71.57,84.85,541633.0,0.03,0.9,0.1,29.9,1.57,9.0,78.76,53870000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,411.0,113.0,764.0,4096.0,0.0,38.0,4096.0,0.0,272.0,1.0,0.0,15.0
193,SYF,8186.0,9755.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,47.0,36.86,39.26,45.27,4686842.0,-0.15,0.98,0.11,16.54,2.81,9.0,42.56,583300000.0,0.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,344.0,133.0,722.0,4096.0,0.0,36.0,4096.0,0.0,298.0,1.0,0.0,29.0
326,LNG,8186.0,9740.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,84.0,65.75,69.63,82.35,1336305.0,0.14,0.95,0.12,41.27,0.21,10.0,75.75,252900000.0,0.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,360.0,121.0,227.0,4608.0,0.0,39.0,4096.0,0.0,288.0,1.0,0.0,0.0
478,IQV,8186.0,9675.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,236.0,189.26,196.59,229.66,780252.0,0.14,0.92,0.12,132.37,6.5,10.0,217.45,191300000.0,0.3,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,435.0,79.0,71.0,4608.0,0.0,38.0,4096.0,0.0,278.0,0.0,0.0,70.0
335,BX,8186.0,9660.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,90.0,68.95,72.74,85.41,2807489.0,0.0,0.64,0.11,49.95,2.56,10.0,81.82,709030000.0,0.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,511.0,113.0,83.0,4608.0,0.0,34.0,4096.0,0.0,189.0,0.0,0.0,26.0
253,IP,8186.0,9640.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,63.0,51.83,53.11,62.52,1495797.0,0.0,0.83,0.12,31.05,3.46,10.0,57.44,392800000.0,0.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,334.0,51.0,223.0,4608.0,0.0,41.0,4096.0,0.0,250.0,1.0,0.0,36.0
318,BPOP,8186.0,9604.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,81.0,61.97,66.48,79.73,522061.0,-0.05,0.92,0.11,34.37,7.44,9.0,73.6,83900000.0,0.49,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,439.0,149.0,424.0,4096.0,0.0,40.0,4096.0,0.0,278.0,1.0,0.0,81.0
21,FBP,8186.0,9581.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,13.0,10.07,10.81,12.86,1265214.0,0.18,0.93,0.1,4.64,25.99,8.0,11.98,217030000.0,0.49,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,443.0,150.0,697.0,3584.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,287.0
484,SNA,8186.0,9499.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,255.0,197.72,206.7,252.98,190102.0,0.19,0.96,0.1,122.95,0.4,9.0,238.48,54200000.0,0.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,630.0,93.0,250.0,4096.0,0.0,41.0,4096.0,0.0,291.0,0.0,0.0,2.0
442,RS,8186.0,9433.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,177.0,134.75,140.79,172.44,473530.0,0.1,0.87,0.09,85.53,3.5,9.0,160.18,63650000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,564.0,92.0,247.0,4096.0,0.0,38.0,4096.0,0.0,262.0,1.0,0.0,37.0
445,PRAH,8186.0,9358.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,172.0,134.3,142.59,171.91,485224.0,0.19,0.95,0.09,90.79,0.36,9.0,162.34,64800000.0,0.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,567.0,126.0,140.0,4096.0,0.0,43.0,4096.0,0.0,288.0,0.0,0.0,2.0
368,WLK,8186.0,9302.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,104.0,85.43,88.81,102.06,323573.0,0.22,0.29,0.11,38.53,0.67,9.0,94.73,127960000.0,0.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,273.0,81.0,634.0,4096.0,0.0,39.0,4096.0,0.0,77.0,1.0,0.0,5.0
94,STL,8186.0,9295.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,26.0,20.36,21.97,25.91,1651541.0,-0.14,0.88,0.09,9.74,7.16,8.0,24.39,191890000.0,0.5,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,451.0,162.0,616.0,3584.0,0.0,42.0,4096.0,0.0,266.0,0.0,0.0,78.0
509,GWW,8186.0,9230.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,474.0,400.18,401.59,465.1,208174.0,0.03,0.74,0.13,277.02,0.41,10.0,423.95,52300000.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,228.0,7.0,27.0,4608.0,0.0,39.0,4096.0,0.0,221.0,1.0,0.0,3.0
207,CFG,8186.0,9226.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,50.0,39.66,42.25,49.48,2893259.0,-0.18,0.99,0.11,19.92,16.97,8.0,46.0,425950000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,364.0,134.0,518.0,3584.0,0.0,41.0,4096.0,0.0,301.0,1.0,0.0,187.0
315,CMA,8186.0,9165.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,79.0,62.37,66.53,78.14,1002086.0,-0.25,0.83,0.11,30.04,6.81,8.0,72.86,140000000.0,0.43,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,390.0,137.0,592.0,3584.0,0.0,41.0,4096.0,0.0,250.0,1.0,0.0,74.0
407,GPC,8186.0,9116.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,134.0,107.12,110.57,130.95,573753.0,0.09,0.78,0.1,71.0,0.78,9.0,122.47,144410000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,441.0,66.0,136.0,4096.0,0.0,39.0,4096.0,0.0,234.0,1.0,0.0,7.0
487,ODFL,8186.0,9116.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,270.0,218.71,224.57,263.97,381817.0,0.14,0.74,0.1,148.15,0.53,9.0,252.47,116500000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,509.0,55.0,96.0,4096.0,0.0,39.0,4096.0,0.0,221.0,0.0,0.0,4.0
177,CG,8186.0,9080.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,45.0,34.2,36.34,42.45,1401081.0,0.0,0.36,0.11,23.48,2.37,9.0,40.33,354230000.0,0.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,450.0,128.0,154.0,4096.0,0.0,33.0,4096.0,0.0,99.0,0.0,0.0,24.0
482,WHR,8186.0,9008.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,253.0,204.42,209.1,246.2,384864.0,0.24,0.94,0.09,107.96,1.83,8.0,235.83,63000000.0,0.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,47.0,416.0,3584.0,0.0,38.0,4096.0,0.0,285.0,0.0,0.0,18.0
282,BERY,8186.0,9003.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,69.0,56.91,58.55,69.03,778129.0,0.13,1.0,0.11,39.86,0.41,9.0,63.71,134300000.0,0.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,361.0,59.0,40.0,4096.0,0.0,43.0,4096.0,0.0,304.0,1.0,0.0,3.0
80,KEY,8186.0,8915.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.0,18.37,19.53,22.99,7186234.0,-0.13,0.81,0.12,9.72,4.02,8.0,21.18,964880000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,346.0,129.0,430.0,3584.0,0.0,43.0,4096.0,0.0,243.0,1.0,0.0,43.0
251,USB,8186.0,8747.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,62.0,49.69,52.0,61.1,4059155.0,-0.19,0.77,0.09,30.68,1.02,8.0,58.03,1500000000.0,0.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,475.0,95.0,218.0,3584.0,0.0,40.0,4096.0,0.0,230.0,0.0,0.0,9.0
361,BMO,8186.0,8745.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,100.0,80.63,84.43,98.2,583556.0,-0.22,0.54,0.09,44.31,0.28,8.0,92.82,646950000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,407.0,97.0,363.0,3584.0,0.0,40.0,4096.0,0.0,157.0,0.0,0.0,1.0
495,WSO,8186.0,8689.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,305.0,249.37,256.69,294.94,79115.0,0.13,0.99,0.09,155.48,0.81,8.0,283.17,35180000.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,423.0,60.0,181.0,3584.0,0.0,37.0,4096.0,0.0,301.0,0.0,0.0,7.0
279,PNR,8186.0,8682.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,69.0,57.19,58.95,67.52,910419.0,0.22,0.93,0.09,33.41,0.81,8.0,64.22,166200000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,366.0,63.0,245.0,3584.0,0.0,39.0,4096.0,0.0,282.0,0.0,0.0,7.0
238,L,8186.0,8634.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,59.0,47.85,50.18,58.15,479541.0,0.14,0.64,0.1,29.09,1.44,8.0,54.94,267390000.0,0.34,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,389.0,100.0,222.0,3584.0,0.0,40.0,4096.0,0.0,189.0,0.0,0.0,14.0
388,XYL,8186.0,8536.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,120.0,101.64,104.15,115.85,510298.0,0.12,0.91,0.1,58.19,1.29,8.0,110.19,180300000.0,0.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,238.0,51.0,243.0,3584.0,0.0,37.0,4096.0,0.0,275.0,0.0,0.0,12.0
159,TX,8186.0,8518.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,41.0,31.81,34.1,39.63,1148668.0,0.15,0.22,0.06,12.92,7.52,6.0,39.23,196310000.0,0.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,616.0,147.0,926.0,2560.0,0.0,37.0,4096.0,0.0,54.0,0.0,0.0,82.0
106,NWL,8186.0,8463.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,29.0,23.81,25.12,28.58,1343558.0,0.21,0.89,0.09,11.62,1.07,7.0,27.29,424900000.0,0.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,354.0,113.0,509.0,3072.0,0.0,40.0,4096.0,0.0,269.0,0.0,0.0,10.0
508,EPAM,8186.0,8426.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,461.0,371.48,387.06,446.89,418153.0,0.2,0.97,0.09,209.03,0.26,7.0,435.16,56170000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,509.0,86.0,331.0,3072.0,0.0,37.0,4096.0,0.0,294.0,0.0,0.0,1.0
514,BLK,8186.0,8410.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,874.0,730.82,750.81,838.99,480256.0,0.18,0.87,0.1,498.2,0.51,8.0,809.13,152570000.0,0.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,318.0,56.0,54.0,3584.0,0.0,36.0,4096.0,0.0,262.0,0.0,0.0,4.0
452,TT,8186.0,8379.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,187.0,154.61,159.09,182.11,829832.0,0.14,0.85,0.09,77.21,3.62,7.0,172.9,239400000.0,0.28,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,356.0,59.0,464.0,3072.0,0.0,38.0,4096.0,0.0,256.0,0.0,0.0,38.0
151,SEM,8186.0,8357.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,39.0,29.91,31.81,37.08,351344.0,0.09,0.8,0.05,13.62,1.07,6.0,36.1,130330000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,552.0,130.0,735.0,2560.0,0.0,34.0,4096.0,0.0,240.0,0.0,0.0,10.0
343,RHI,8186.0,8321.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,91.0,71.43,75.11,88.61,535943.0,-0.07,0.97,0.1,44.61,0.24,7.0,84.01,111420000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,485.0,106.0,229.0,3072.0,0.0,38.0,4096.0,0.0,294.0,0.0,0.0,1.0
471,HCA,8186.0,8277.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,212.0,172.8,181.52,207.47,1234610.0,0.09,0.72,0.09,92.48,1.46,7.0,197.25,338120000.0,0.32,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,355.0,103.0,384.0,3072.0,0.0,39.0,4096.0,0.0,214.0,0.0,0.0,14.0
170,BAC,8186.0,8251.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,42.0,33.45,35.63,41.84,30862686.0,-0.29,0.73,0.08,21.44,1.16,7.0,39.97,8700000000.0,0.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,499.0,133.0,180.0,3072.0,0.0,42.0,4096.0,0.0,218.0,0.0,0.0,11.0
118,NVT,8186.0,8246.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,32.0,25.3,26.63,31.26,587975.0,0.05,0.94,0.08,16.65,2.56,7.0,29.64,167700000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,463.0,108.0,157.0,3072.0,0.0,39.0,4096.0,0.0,285.0,0.0,0.0,26.0
38,CNHI,8186.0,8221.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,17.0,13.44,14.59,16.53,2725012.0,0.1,0.54,0.09,5.5,0.44,6.0,15.72,1350000000.0,0.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,317.0,175.0,875.0,2560.0,0.0,38.0,4096.0,0.0,157.0,0.0,0.0,3.0
400,CFR,8186.0,8207.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,124.0,99.0,105.15,123.14,236658.0,-0.07,0.86,0.09,62.22,1.37,7.0,115.36,63310000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,398.0,127.0,200.0,3072.0,0.0,41.0,4096.0,0.0,259.0,1.0,0.0,13.0
464,PNC,8186.0,8202.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,199.0,158.51,168.49,196.01,1070527.0,-0.22,0.85,0.1,97.25,1.57,7.0,183.3,426000000.0,0.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,360.0,129.0,233.0,3072.0,0.0,40.0,4096.0,0.0,256.0,1.0,0.0,15.0
182,VER,8186.0,8178.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,48.0,38.21,39.13,44.58,1380038.0,-0.03,0.98,0.09,22.55,0.45,7.0,42.43,229160000.0,0.23,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,345.0,49.0,284.0,3072.0,0.0,31.0,4096.0,0.0,298.0,0.0,0.0,3.0
213,AIG,8186.0,8166.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,52.0,42.24,44.03,50.85,4841455.0,0.0,0.93,0.09,25.76,1.23,7.0,47.92,868110000.0,0.36,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,362.0,87.0,216.0,3072.0,0.0,39.0,4096.0,0.0,282.0,0.0,0.0,12.0
369,WAL,8186.0,8136.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,108.0,76.67,85.45,102.94,579411.0,0.09,0.93,0.06,29.21,1.3,4.0,99.88,100800000.0,0.64,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,692.0,235.0,1248.0,1536.0,0.0,35.0,4096.0,0.0,282.0,0.0,0.0,12.0
356,PWR,8186.0,8111.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,101.0,79.35,83.3,96.02,575574.0,-0.02,0.95,0.06,30.91,1.36,5.0,94.4,140120000.0,0.37,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,546.0,102.0,984.0,2048.0,0.0,34.0,4096.0,0.0,288.0,0.0,0.0,13.0
458,VMC,8186.0,8105.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,192.0,159.11,165.12,190.05,848142.0,0.02,0.91,0.09,96.07,1.69,7.0,178.11,132750000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,322.0,77.0,204.0,3072.0,0.0,41.0,4096.0,0.0,275.0,1.0,0.0,17.0
510,SIVB,8186.0,8065.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,588.0,452.3,491.96,557.56,314981.0,0.2,0.91,0.09,172.79,2.94,5.0,532.04,54300000.0,0.49,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,334.0,180.0,1067.0,2048.0,0.0,34.0,4096.0,0.0,275.0,0.0,0.0,31.0
77,RF,8186.0,7960.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,23.0,18.49,19.69,22.56,8136941.0,-0.06,0.75,0.09,9.19,3.38,6.0,21.41,961000000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,358.0,133.0,514.0,2560.0,0.0,39.0,4096.0,0.0,224.0,0.0,0.0,36.0
232,ABCB,8186.0,7920.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,57.0,44.38,48.01,56.13,367368.0,-0.03,0.87,0.07,18.97,5.45,5.0,52.99,69390000.0,0.49,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,425.0,168.0,822.0,2048.0,0.0,40.0,4096.0,0.0,262.0,0.0,0.0,59.0
281,FUL,8186.0,7890.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,70.0,57.2,59.31,68.46,154987.0,0.12,0.99,0.08,31.92,1.97,6.0,66.19,52490000.0,0.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,475.0,76.0,323.0,2560.0,0.0,39.0,4096.0,0.0,301.0,0.0,0.0,20.0
505,MLM,8186.0,7830.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,378.0,310.67,325.11,374.47,182188.0,0.03,1.0,0.09,168.07,1.52,6.0,353.76,62300000.0,0.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,361.0,95.0,358.0,2560.0,0.0,41.0,4096.0,0.0,304.0,0.0,0.0,15.0
506,CACC,8186.0,7804.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,524.0,354.01,367.11,420.97,129916.0,0.16,0.73,0.1,288.29,3.56,7.0,385.15,17060000.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,201.0,76.0,93.0,3072.0,0.0,9.0,4096.0,0.0,218.0,1.0,0.0,38.0
98,DAN,8186.0,7802.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,28.0,21.79,23.48,26.38,1115998.0,0.17,0.97,0.07,9.62,0.21,5.0,25.82,144900000.0,0.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,408.0,159.0,764.0,2048.0,0.0,33.0,4096.0,0.0,294.0,0.0,0.0,0.0
