,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),SMA50_percent,SMA200_value,Inst. Ownership,EPS_QoQ_percent,week52_high,SMA50_value,SMA200_percent,week52_low,volume,Shares Outstanding,SMA150_value,prev_close,Relative Strength Value,Sales_QoQ_percent,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
336,ATKR,8186.0,11250.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,56.36,0.99,0.71,89.0,76.94,0.77,20.69,340941.0,46800000.0,64.11,82.09,9.0,-0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,820.0,282.0,1619.0,4096.0,0.0,29.0,4096.0,0.0,301.0,1.0,0.0,6.0
393,OC,8186.0,11145.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,83.83,1.0,1.24,108.0,98.17,0.35,44.07,668668.0,105400000.0,87.91,106.47,12.0,0.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,478.0,100.0,482.0,5632.0,0.0,40.0,4096.0,0.0,304.0,1.0,0.0,12.0
433,OSK,8186.0,11096.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,101.27,0.93,0.44,137.0,124.85,0.46,64.3,497901.0,68510000.0,108.8,135.36,12.0,0.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,604.0,152.0,285.0,5632.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,3.0
420,ADS,8186.0,10933.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,88.79,0.97,8.14,125.0,113.1,0.63,39.9,403985.0,49700000.0,95.56,120.6,10.0,-0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,752.0,156.0,901.0,4608.0,0.0,37.0,4096.0,0.0,294.0,1.0,0.0,88.0
210,SKX,8186.0,10905.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,38.69,0.99,0.99,52.0,46.04,0.36,26.77,1030933.0,154820000.0,40.33,48.5,12.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,580.0,87.0,169.0,5632.0,0.0,31.0,4096.0,0.0,301.0,0.0,0.0,9.0
345,R,8186.0,10760.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,68.34,0.9,1.57,87.0,79.22,0.44,31.1,334758.0,53870000.0,71.97,85.14,11.0,0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,413.0,109.0,695.0,5120.0,0.0,39.0,4096.0,0.0,272.0,1.0,0.0,15.0
95,ORI,8186.0,10758.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,20.52,0.76,1.83,26.0,24.19,0.41,14.09,938092.0,298750000.0,21.33,26.26,12.0,0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,549.0,81.0,110.0,5632.0,0.0,44.0,4096.0,0.0,227.0,1.0,0.0,18.0
92,TBBK,8186.0,10667.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,17.85,0.99,0.93,25.0,22.39,0.66,6.4,411828.0,57370000.0,19.88,24.52,9.0,0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,517.0,233.0,1376.0,4096.0,0.0,39.0,4096.0,0.0,301.0,1.0,0.0,8.0
470,PPG,8186.0,10653.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,148.77,0.84,0.55,180.0,166.24,0.28,91.85,1046395.0,237400000.0,150.96,179.1,12.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,415.0,30.0,180.0,5632.0,0.0,42.0,4096.0,0.0,253.0,1.0,0.0,4.0
271,IP,8186.0,10650.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.14,52.09,0.83,3.46,64.0,57.79,0.33,32.01,5221493.0,392800000.0,53.33,62.65,12.0,0.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,343.0,49.0,204.0,5632.0,0.0,39.0,4096.0,0.0,250.0,1.0,0.0,36.0
241,LEG,8186.0,10644.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,45.39,0.76,0.91,58.0,50.61,0.26,28.55,700962.0,136000000.0,46.39,56.37,12.0,0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,373.0,45.0,224.0,5632.0,0.0,38.0,4096.0,0.0,227.0,1.0,0.0,8.0
334,BPOP,8186.0,10627.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,62.6,0.92,7.44,82.0,74.01,0.5,34.5,627058.0,83900000.0,66.95,80.99,11.0,-0.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,432.0,142.0,436.0,5120.0,0.0,41.0,4096.0,0.0,278.0,1.0,0.0,81.0
396,HRI,8186.0,10498.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,78.67,0.99,9.51,113.0,102.17,0.6,23.43,145476.0,29500000.0,86.26,106.51,7.0,0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,755.0,198.0,1939.0,3072.0,0.0,33.0,4096.0,0.0,301.0,0.0,0.0,104.0
366,PAG,8186.0,10493.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,69.96,0.8,2.56,93.0,86.63,0.46,33.65,154842.0,80600000.0,74.28,92.07,10.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,681.0,126.0,674.0,4608.0,0.0,41.0,4096.0,0.0,240.0,1.0,0.0,26.0
75,ESI,8186.0,10479.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,17.72,1.0,8.93,23.0,20.5,0.45,10.23,872136.0,247200000.0,19.06,22.62,11.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,309.0,155.0,357.0,5120.0,0.0,40.0,4096.0,0.0,304.0,1.0,0.0,97.0
492,AVY,8186.0,10473.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,172.23,0.92,0.56,222.0,203.69,0.41,102.81,368472.0,83100000.0,180.1,219.06,11.0,0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,537.0,94.0,303.0,5120.0,0.0,40.0,4096.0,0.0,278.0,1.0,0.0,4.0
157,JHG,8186.0,10466.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,31.5,0.67,1.65,38.0,34.13,0.31,18.97,1542002.0,171000000.0,32.46,38.14,12.0,0.16,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,211.0,62.0,207.0,5632.0,0.0,43.0,4096.0,0.0,198.0,1.0,0.0,16.0
52,COMM,8186.0,10452.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,14.4,0.95,0.38,18.0,16.75,0.43,7.75,1764424.0,201700000.0,15.42,18.16,11.0,0.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,353.0,145.0,403.0,5120.0,0.0,44.0,4096.0,0.0,288.0,1.0,0.0,2.0
70,WES,8186.0,10358.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,16.34,0.39,1.78,22.0,19.82,0.56,7.34,1091726.0,413100000.0,17.66,21.85,10.0,-0.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,501.0,165.0,818.0,4608.0,0.0,42.0,4096.0,0.0,109.0,1.0,0.0,18.0
269,IMAB,8186.0,10124.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.16,50.07,0.24,3.92,65.0,56.61,0.4,20.5,507673.0,63700000.0,54.21,64.89,10.0,0.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,181.0,169.0,924.0,4608.0,0.0,42.0,4096.0,0.0,61.0,1.0,0.0,42.0
303,BERY,8186.0,10019.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,57.22,1.0,0.41,70.0,64.02,0.28,40.66,1111257.0,134300000.0,58.79,69.19,11.0,0.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,364.0,56.0,34.0,5120.0,0.0,41.0,4096.0,0.0,304.0,1.0,0.0,3.0
23,FBP,8186.0,9946.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,10.18,0.93,25.99,13.0,12.06,0.49,5.05,2214185.0,217030000.0,10.89,13.03,9.0,0.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,440.0,143.0,558.0,4096.0,0.0,43.0,4096.0,0.0,282.0,1.0,0.0,287.0
527,RH,8186.0,9927.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,508.76,0.95,0.63,720.0,643.58,0.39,173.66,352853.0,20490000.0,538.85,649.82,7.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,796.0,121.0,1523.0,3072.0,0.0,26.0,4096.0,0.0,288.0,0.0,0.0,5.0
455,UHS,8186.0,9925.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,135.24,0.95,0.48,161.0,145.84,0.26,88.61,503620.0,84780000.0,137.42,159.76,11.0,0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,251.0,33.0,92.0,5120.0,0.0,41.0,4096.0,0.0,288.0,1.0,0.0,3.0
98,STL,8186.0,9847.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,20.56,0.88,7.16,27.0,24.49,0.5,9.74,1536428.0,191890000.0,22.14,26.43,9.0,-0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,435.0,157.0,679.0,4096.0,0.0,39.0,4096.0,0.0,266.0,1.0,0.0,78.0
179,FITB,8186.0,9802.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,32.77,0.81,13.46,43.0,39.43,0.47,17.03,4000573.0,714430000.0,35.11,42.64,9.0,-0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,504.0,146.0,527.0,4096.0,0.0,41.0,4096.0,0.0,243.0,1.0,0.0,148.0
491,MHK,8186.0,9796.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,164.33,0.77,1.18,230.0,207.58,0.54,70.47,381554.0,70180000.0,177.47,219.1,8.0,0.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,695.0,164.0,981.0,3584.0,0.0,35.0,4096.0,0.0,230.0,0.0,0.0,11.0
232,CF,8186.0,9749.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.13,42.73,0.94,1.23,55.0,48.76,0.39,25.71,2001620.0,214900000.0,45.7,54.34,10.0,0.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,274.0,142.0,290.0,4608.0,0.0,41.0,4096.0,0.0,285.0,1.0,0.0,12.0
448,EXP,8186.0,9744.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,117.55,0.97,0.84,152.0,141.84,0.42,59.46,384777.0,42000000.0,126.05,151.63,9.0,0.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,513.0,148.0,547.0,4096.0,0.0,42.0,4096.0,0.0,294.0,1.0,0.0,7.0
45,CNHI,8186.0,9738.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,13.59,0.54,0.44,17.0,15.78,0.48,5.5,3311705.0,1350000000.0,14.71,17.01,9.0,0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,298.0,169.0,875.0,4096.0,0.0,43.0,4096.0,0.0,157.0,1.0,0.0,3.0
391,WLK,8186.0,9700.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,85.96,0.29,0.67,105.0,95.38,0.34,42.02,456528.0,127960000.0,89.19,104.1,10.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,284.0,77.0,511.0,4608.0,0.0,41.0,4096.0,0.0,77.0,1.0,0.0,5.0
217,CFG,8186.0,9697.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,40.02,0.99,16.97,51.0,46.22,0.43,20.67,2867936.0,425950000.0,42.54,50.47,9.0,-0.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,354.0,129.0,492.0,4096.0,0.0,41.0,4096.0,0.0,301.0,1.0,0.0,187.0
340,LNG,8186.0,9679.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,66.28,0.95,0.21,84.0,76.13,0.38,43.13,1008906.0,252900000.0,70.07,83.83,10.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,354.0,117.0,173.0,4608.0,0.0,42.0,4096.0,0.0,288.0,1.0,0.0,0.0
348,BX,8186.0,9672.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,69.46,0.64,2.56,90.0,82.46,0.37,49.95,2789190.0,709030000.0,73.11,87.48,10.0,0.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,108.0,83.0,4608.0,0.0,38.0,4096.0,0.0,189.0,0.0,0.0,26.0
199,SYF,8186.0,9642.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,37.17,0.98,2.81,47.0,42.77,0.4,17.63,4447325.0,583300000.0,39.52,46.8,9.0,-0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,337.0,129.0,614.0,4096.0,0.0,42.0,4096.0,0.0,298.0,1.0,0.0,29.0
246,TAP,8186.0,9548.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,48.49,0.93,1.72,60.0,54.19,0.3,32.65,1362028.0,217000000.0,50.1,58.18,10.0,-0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,334.0,68.0,105.0,4608.0,0.0,37.0,4096.0,0.0,282.0,1.0,0.0,17.0
300,LNC,8186.0,9536.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,54.66,0.81,3.42,70.0,64.87,0.45,30.14,1088462.0,191780000.0,57.84,70.45,9.0,0.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,498.0,119.0,403.0,4096.0,0.0,44.0,4096.0,0.0,243.0,1.0,0.0,36.0
16,PAGP,8186.0,9521.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,9.06,0.84,1.11,13.0,9.57,0.27,5.65,1372484.0,194000000.0,9.38,10.38,10.0,0.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,83.0,72.0,390.0,4608.0,0.0,8.0,4096.0,0.0,253.0,1.0,0.0,10.0
415,CINF,8186.0,9421.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,94.47,0.7,1.5,121.0,110.58,0.35,52.09,326097.0,161000000.0,99.74,120.96,9.0,0.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,445.0,114.0,403.0,4096.0,0.0,43.0,4096.0,0.0,208.0,1.0,0.0,15.0
84,KEY,8186.0,9403.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,18.53,0.81,4.02,24.0,21.31,0.42,10.21,5164808.0,964880000.0,19.68,23.39,9.0,-0.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,339.0,127.0,420.0,4096.0,0.0,38.0,4096.0,0.0,243.0,1.0,0.0,43.0
460,RS,8186.0,9363.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,135.6,0.87,3.5,177.0,160.99,0.35,89.88,545377.0,63650000.0,141.68,170.56,9.0,0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,558.0,92.0,186.0,4096.0,0.0,36.0,4096.0,0.0,262.0,0.0,0.0,37.0
440,XPO,8186.0,9308.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,120.64,0.95,4.56,148.0,136.01,0.31,68.33,576138.0,106000000.0,125.23,146.05,9.0,0.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,353.0,78.0,307.0,4096.0,0.0,40.0,4096.0,0.0,288.0,1.0,0.0,49.0
381,BMO,8186.0,9218.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,81.19,0.54,0.28,101.0,93.24,0.35,45.9,1204206.0,646950000.0,84.82,99.58,9.0,-0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,407.0,92.0,328.0,4096.0,0.0,40.0,4096.0,0.0,157.0,1.0,0.0,1.0
89,SU,8186.0,9175.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,18.87,0.69,1.23,24.0,21.57,0.39,11.28,7073576.0,1520000000.0,20.0,23.23,9.0,0.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,322.0,123.0,283.0,4096.0,0.0,37.0,4096.0,0.0,205.0,1.0,0.0,12.0
495,IQV,8186.0,9157.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,190.23,0.92,6.5,236.0,219.44,0.28,135.99,565856.0,191300000.0,197.55,234.04,9.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,454.0,79.0,42.0,4096.0,0.0,41.0,4096.0,0.0,278.0,1.0,0.0,70.0
106,IVZ,8186.0,9091.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,21.49,0.88,2.25,28.0,26.63,0.52,7.24,4865061.0,461600000.0,23.35,27.96,6.0,0.04,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,575.0,177.0,1352.0,2560.0,0.0,42.0,4096.0,0.0,266.0,0.0,0.0,23.0
506,ODFL,8186.0,9086.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,219.68,0.74,0.53,270.0,254.05,0.28,153.34,503667.0,116500000.0,225.84,269.57,9.0,0.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,512.0,57.0,58.0,4096.0,0.0,42.0,4096.0,0.0,221.0,0.0,0.0,4.0
270,KSS,8186.0,9084.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.08,47.37,0.95,0.3,64.0,59.85,0.65,16.7,4675547.0,157590000.0,53.0,61.32,6.0,-0.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,529.0,243.0,1331.0,2560.0,0.0,36.0,4096.0,0.0,288.0,0.0,0.0,1.0
331,CMA,8186.0,9060.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,62.9,0.83,6.81,80.0,73.19,0.43,32.14,997836.0,140000000.0,67.06,79.43,8.0,-0.25,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,374.0,135.0,505.0,3584.0,0.0,41.0,4096.0,0.0,250.0,1.0,0.0,74.0
431,GPC,8186.0,9032.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,107.61,0.78,0.78,134.0,123.02,0.27,76.4,621117.0,144410000.0,111.19,131.96,9.0,0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,436.0,68.0,54.0,4096.0,0.0,40.0,4096.0,0.0,234.0,1.0,0.0,7.0
501,SNA,8186.0,8921.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,198.97,0.96,0.4,255.0,239.56,0.38,128.88,324816.0,54200000.0,208.15,255.19,8.0,0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,618.0,94.0,192.0,3584.0,0.0,43.0,4096.0,0.0,291.0,1.0,0.0,2.0
499,WHR,8186.0,8886.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.07,204.98,0.94,1.83,253.0,237.03,0.24,118.48,565757.0,63000000.0,210.05,246.72,8.0,0.24,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,526.0,51.0,288.0,3584.0,0.0,38.0,4096.0,0.0,285.0,0.0,0.0,18.0
162,SEM,8186.0,8858.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,30.14,0.8,1.07,39.0,36.26,0.41,13.62,541031.0,130330000.0,32.03,37.39,7.0,0.09,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,541.0,128.0,735.0,3072.0,0.0,36.0,4096.0,0.0,240.0,0.0,0.0,10.0
113,NWL,8186.0,8845.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,24.0,0.89,1.07,29.0,27.41,0.35,12.58,2052745.0,424900000.0,25.31,28.95,8.0,0.21,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,340.0,112.0,392.0,3584.0,0.0,42.0,4096.0,0.0,269.0,0.0,0.0,10.0
463,PRAH,8186.0,8826.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,135.25,0.95,0.36,172.0,163.34,0.37,92.24,705241.0,64800000.0,143.55,172.34,8.0,0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,565.0,126.0,122.0,3584.0,0.0,43.0,4096.0,0.0,288.0,0.0,0.0,2.0
15,PAA,8186.0,8814.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.12,8.87,0.47,1.13,12.0,9.31,0.27,5.46,3279634.0,722000000.0,9.16,10.14,9.0,0.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,67.0,67.0,326.0,4096.0,0.0,16.0,4096.0,0.0,134.0,1.0,0.0,11.0
259,MPC,8186.0,8797.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,47.98,0.78,0.95,62.0,55.44,0.43,27.5,11249086.0,651000000.0,51.25,60.08,8.0,0.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,335.0,140.0,361.0,3584.0,0.0,37.0,4096.0,0.0,234.0,1.0,0.0,9.0
19,MRO,8186.0,8756.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,8.8,0.72,3.12,13.0,11.13,0.63,3.85,17118437.0,789000000.0,9.86,11.8,6.0,-0.12,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,528.0,247.0,1051.0,2560.0,0.0,27.0,4096.0,0.0,214.0,0.0,0.0,33.0
177,BAC,8186.0,8732.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,33.73,0.73,1.16,43.0,40.15,0.38,22.21,32621695.0,8700000000.0,35.9,42.36,8.0,-0.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,485.0,132.0,166.0,3584.0,0.0,40.0,4096.0,0.0,218.0,0.0,0.0,11.0
126,NVT,8186.0,8723.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,25.5,0.94,2.56,32.0,29.81,0.37,17.11,708954.0,167700000.0,26.78,31.62,8.0,0.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,463.0,103.0,125.0,3584.0,0.0,41.0,4096.0,0.0,285.0,0.0,0.0,26.0
266,USB,8186.0,8690.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.09,50.03,0.77,1.02,62.0,58.29,0.36,31.99,4150872.0,1500000000.0,52.3,61.91,8.0,-0.19,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,469.0,93.0,167.0,3584.0,0.0,42.0,4096.0,0.0,230.0,0.0,0.0,9.0
478,VMC,8186.0,8588.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,159.77,0.91,1.69,193.0,179.12,0.28,99.06,563338.0,132750000.0,166.19,191.18,8.0,0.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,319.0,82.0,173.0,3584.0,0.0,41.0,4096.0,0.0,275.0,1.0,0.0,17.0
181,CG,8186.0,8568.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,34.45,0.36,2.37,45.0,40.61,0.36,23.57,795237.0,354230000.0,36.57,43.51,8.0,0.0,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,452.0,126.0,149.0,3584.0,0.0,37.0,4096.0,0.0,99.0,1.0,0.0,24.0
305,DOW,8186.0,8501.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.1,58.95,0.69,3.14,71.0,65.07,0.29,35.64,3604322.0,746990000.0,61.08,69.83,8.0,0.22,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,268.0,74.0,200.0,3584.0,0.0,40.0,4096.0,0.0,205.0,1.0,0.0,33.0
323,WDC,8186.0,8487.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.11,58.74,0.81,10.59,76.0,69.68,0.47,33.71,16957059.0,306000000.0,63.46,71.87,7.0,-0.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,401.0,165.0,361.0,3072.0,0.0,33.0,4096.0,0.0,243.0,0.0,0.0,116.0
42,PBF,8186.0,8450.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.06,10.95,0.77,0.96,18.0,14.55,0.62,4.27,3202053.0,119930000.0,12.33,15.39,4.0,-0.07,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,737.0,258.0,1566.0,1536.0,0.0,18.0,4096.0,0.0,230.0,0.0,0.0,9.0
