,Ticker,N-Value Rating,Lwowski Rating,Primary Passed Tests,Secondary Passed Tests,SMA50_greater_SMA150_rule (1st),SMA150_greater_SMA200_rule (1st),week52_span_rule (1st),rs_value_rule (1st),liquidity_rule (1st),close_above_52weekhigh_rule (1st),prev_close_rule (1st),SMA200_slope_rule (1st),inst_ownership_rule (1st),close_greater_SMA50_rule (1st),sales_QoQ_yearly_rule (1st),eps_QoQ_yearly_rule (2nd),SMA200_percent,Relative Strength Value,week52_low,Sales_QoQ_percent,EPS_QoQ_percent,volume,SMA150_value,Inst. Ownership,week52_high,SMA50_percent,SMA200_value,SMA50_value,Shares Outstanding,prev_close,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule_nvalue,week52_span_rule_nvalue,rs_value_rule_nvalue,liquidity_rule_nvalue,close_above_52weekhigh_rule_nvalue,prev_close_rule_nvalue,SMA200_slope_rul_nvalue,inst_ownership_rule_nvalue,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule_nvalue,SMA50_greater_SMA150_rule_score,SMA150_greater_SMA200_rule_score,week52_span_rule_score,rs_value_rule_score,liquidity_rule_score,close_above_52weekhigh_rule_score,prev_close_rule_score,SMA200_slope_rul_score,inst_ownership_rule_score,close_greater_SMA50_rule_score,sales_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_score
192,SYF,8186.0,9751.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.4,9.0,16.54,-0.15,2.81,4686842.0,39.26,0.97,47.0,0.11,36.86,42.56,583300000.0,45.27,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,344.0,133.0,722.0,4096.0,0.0,36.0,4096.0,0.0,294.0,1.0,0.0,29.0
324,LNG,8186.0,9737.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.38,10.0,41.27,0.14,0.21,1336305.0,69.63,0.94,84.0,0.12,65.75,75.75,252900000.0,82.35,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,360.0,121.0,227.0,4608.0,0.0,39.0,4096.0,0.0,285.0,1.0,0.0,0.0
476,IQV,8186.0,9679.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.3,10.0,132.37,0.14,6.5,780252.0,196.59,0.93,236.0,0.12,189.26,217.45,191300000.0,229.66,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,435.0,79.0,71.0,4608.0,0.0,38.0,4096.0,0.0,282.0,0.0,0.0,70.0
251,IP,8186.0,9643.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.31,10.0,31.05,0.0,3.46,1495797.0,53.11,0.84,63.0,0.12,51.83,57.44,392800000.0,62.52,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,334.0,51.0,223.0,4608.0,0.0,41.0,4096.0,0.0,253.0,1.0,0.0,36.0
316,BPOP,8186.0,9514.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.49,9.0,34.37,-0.07,0.22,522061.0,66.48,0.89,81.0,0.11,61.97,73.6,83830000.0,79.73,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,439.0,149.0,424.0,4096.0,0.0,40.0,4096.0,0.0,269.0,1.0,0.0,0.0
482,SNA,8186.0,9499.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.4,9.0,122.95,0.19,0.4,190102.0,206.7,0.96,255.0,0.1,197.72,238.48,54200000.0,252.98,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,630.0,93.0,250.0,4096.0,0.0,41.0,4096.0,0.0,291.0,0.0,0.0,2.0
440,RS,8186.0,9430.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,9.0,85.53,0.1,3.5,473530.0,140.79,0.86,177.0,0.09,134.75,160.18,63650000.0,172.44,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,564.0,92.0,247.0,4096.0,0.0,38.0,4096.0,0.0,259.0,1.0,0.0,37.0
443,PRAH,8186.0,9352.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.38,9.0,90.79,0.19,0.36,485224.0,142.59,0.93,172.0,0.09,134.3,162.34,64150000.00000001,171.91,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,567.0,126.0,140.0,4096.0,0.0,43.0,4096.0,0.0,282.0,0.0,0.0,2.0
365,WLK,8186.0,9299.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.33,9.0,38.53,0.22,0.67,323573.0,88.81,0.28,104.0,0.11,85.43,94.73,127960000.0,102.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,273.0,81.0,634.0,4096.0,0.0,39.0,4096.0,0.0,74.0,1.0,0.0,5.0
21,FBP,8186.0,9296.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.49,8.0,4.64,0.19,0.38,1265214.0,10.81,0.93,13.0,0.1,10.07,11.98,216990000.0,12.86,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,443.0,150.0,697.0,3584.0,0.0,41.0,4096.0,0.0,282.0,1.0,0.0,2.0
92,STL,8186.0,9291.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.5,8.0,9.74,-0.14,7.16,1651541.0,21.97,0.87,26.0,0.09,20.36,24.39,191890000.0,25.91,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,451.0,162.0,616.0,3584.0,0.0,42.0,4096.0,0.0,262.0,0.0,0.0,78.0
507,GWW,8186.0,9230.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,10.0,277.02,0.03,0.41,208174.0,401.59,0.74,474.0,0.13,400.18,423.95,52300000.0,465.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,228.0,7.0,27.0,4608.0,0.0,39.0,4096.0,0.0,221.0,1.0,0.0,3.0
206,CFG,8186.0,9219.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.42,8.0,19.92,-0.18,16.97,2893259.0,42.25,0.97,50.0,0.11,39.66,46.0,425950000.0,49.48,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,364.0,134.0,518.0,3584.0,0.0,41.0,4096.0,0.0,294.0,1.0,0.0,187.0
313,CMA,8186.0,9161.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.43,8.0,30.04,-0.25,6.81,1002086.0,66.53,0.82,79.0,0.11,62.37,72.86,140000000.0,78.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,390.0,137.0,592.0,3584.0,0.0,41.0,4096.0,0.0,246.0,1.0,0.0,74.0
405,GPC,8186.0,9116.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,9.0,71.0,0.09,0.78,573753.0,110.57,0.78,134.0,0.1,107.12,122.47,144410000.0,130.95,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,441.0,66.0,136.0,4096.0,0.0,39.0,4096.0,0.0,234.0,1.0,0.0,7.0
485,ODFL,8186.0,9116.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,9.0,148.15,0.14,0.53,381817.0,224.57,0.74,270.0,0.1,218.71,252.47,116500000.0,263.97,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,509.0,55.0,96.0,4096.0,0.0,39.0,4096.0,0.0,221.0,0.0,0.0,4.0
176,CG,8186.0,9080.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.37,9.0,23.48,0.0,2.37,1401081.0,36.34,0.36,45.0,0.11,34.2,40.33,354230000.0,42.45,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,450.0,128.0,154.0,4096.0,0.0,33.0,4096.0,0.0,99.0,0.0,0.0,24.0
480,WHR,8186.0,9008.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.25,8.0,107.96,0.24,1.83,384864.0,209.1,0.94,253.0,0.09,204.42,235.83,63000000.0,246.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,47.0,416.0,3584.0,0.0,38.0,4096.0,0.0,285.0,0.0,0.0,18.0
280,BERY,8186.0,9000.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.26,9.0,39.86,0.13,0.41,778129.0,58.55,0.99,69.0,0.11,56.91,63.71,134300000.0,69.03,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,361.0,59.0,40.0,4096.0,0.0,43.0,4096.0,0.0,301.0,1.0,0.0,3.0
79,KEY,8186.0,8922.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.42,8.0,9.72,-0.13,4.02,7186234.0,19.53,0.83,23.0,0.12,18.37,21.18,972590000.0,22.99,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,346.0,129.0,430.0,3584.0,0.0,43.0,4096.0,0.0,250.0,1.0,0.0,43.0
249,USB,8186.0,8747.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.35,8.0,30.68,-0.19,1.02,4059155.0,52.0,0.77,62.0,0.09,49.69,58.03,1500000000.0,61.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,475.0,95.0,218.0,3584.0,0.0,40.0,4096.0,0.0,230.0,0.0,0.0,9.0
358,BMO,8186.0,8745.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,8.0,44.31,-0.22,0.28,583556.0,84.43,0.54,100.0,0.09,80.63,92.82,646510000.0,98.2,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,407.0,97.0,363.0,3584.0,0.0,40.0,4096.0,0.0,157.0,0.0,0.0,1.0
277,PNR,8186.0,8685.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,8.0,33.41,0.22,0.81,910419.0,58.95,0.94,69.0,0.09,57.19,64.22,166200000.0,67.52,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,366.0,63.0,245.0,3584.0,0.0,39.0,4096.0,0.0,285.0,0.0,0.0,7.0
493,WSO,8186.0,8682.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.21,8.0,155.48,0.13,0.81,79115.0,256.69,0.97,305.0,0.09,249.37,283.17,35180000.0,294.94,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,423.0,60.0,181.0,3584.0,0.0,37.0,4096.0,0.0,294.0,0.0,0.0,7.0
63,APA,8186.0,8650.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.41,7.0,7.79,-0.29,1.0,5537716.0,18.12,0.85,23.0,0.11,16.48,19.0,378000000.0,20.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,199.0,204.0,790.0,3072.0,0.0,23.0,4096.0,0.0,256.0,1.0,0.0,9.0
237,L,8186.0,8632.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.34,8.0,29.09,-0.04,0.98,479541.0,50.18,0.65,59.0,0.1,47.85,54.94,273390000.0,58.15,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,389.0,100.0,222.0,3584.0,0.0,40.0,4096.0,0.0,192.0,0.0,0.0,9.0
386,XYL,8186.0,8536.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.24,8.0,58.19,0.12,1.29,510298.0,104.15,0.91,120.0,0.1,101.64,110.19,180300000.0,115.85,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,238.0,51.0,243.0,3584.0,0.0,37.0,4096.0,0.0,275.0,0.0,0.0,12.0
404,AFG,8186.0,8523.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.45,7.0,54.44,0.2,2.44,446653.0,106.97,0.65,130.0,0.09,101.5,121.15,86600000.0,129.1,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,543.0,110.0,443.0,3072.0,0.0,41.0,4096.0,0.0,192.0,1.0,0.0,25.0
158,TX,8186.0,8515.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.46,6.0,12.92,0.15,7.52,1148668.0,34.1,0.21,41.0,0.06,31.81,39.23,196310000.0,39.63,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,616.0,147.0,926.0,2560.0,0.0,37.0,4096.0,0.0,51.0,0.0,0.0,82.0
104,NWL,8186.0,8456.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.33,7.0,11.62,0.21,1.07,1343558.0,25.12,0.87,29.0,0.09,23.81,27.29,424900000.0,28.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,354.0,113.0,509.0,3072.0,0.0,40.0,4096.0,0.0,262.0,0.0,0.0,10.0
506,EPAM,8186.0,8430.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,7.0,209.03,0.2,0.26,418153.0,387.06,0.98,461.0,0.09,371.48,435.16,56170000.0,446.89,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,509.0,86.0,331.0,3072.0,0.0,37.0,4096.0,0.0,298.0,0.0,0.0,1.0
512,BLK,8186.0,8410.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.25,8.0,498.2,0.18,0.51,480256.0,750.81,0.87,874.0,0.1,730.82,809.13,152570000.0,838.99,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,318.0,56.0,54.0,3584.0,0.0,36.0,4096.0,0.0,262.0,0.0,0.0,4.0
450,TT,8186.0,8373.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.28,7.0,77.21,0.14,3.62,829832.0,159.09,0.83,187.0,0.09,154.61,172.9,239400000.0,182.11,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,356.0,59.0,464.0,3072.0,0.0,38.0,4096.0,0.0,250.0,0.0,0.0,38.0
150,SEM,8186.0,8358.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.39,6.0,13.62,0.09,1.41,351344.0,31.81,0.79,39.0,0.05,29.91,36.1,130330000.0,37.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,552.0,130.0,735.0,2560.0,0.0,34.0,4096.0,0.0,237.0,0.0,0.0,14.0
340,RHI,8186.0,8318.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,7.0,44.61,-0.07,0.24,535943.0,75.11,0.96,91.0,0.1,71.43,84.01,111420000.0,88.61,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,485.0,106.0,229.0,3072.0,0.0,38.0,4096.0,0.0,291.0,0.0,0.0,1.0
469,HCA,8186.0,8277.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.32,7.0,92.48,0.09,1.46,1234610.0,181.52,0.72,212.0,0.09,172.8,197.25,338120000.0,207.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,355.0,103.0,384.0,3072.0,0.0,39.0,4096.0,0.0,214.0,0.0,0.0,14.0
169,BAC,8186.0,8251.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.37,7.0,21.44,-0.29,1.16,30862686.0,35.63,0.73,42.0,0.08,33.45,39.97,8700000000.0,41.84,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,499.0,133.0,180.0,3072.0,0.0,42.0,4096.0,0.0,218.0,0.0,0.0,11.0
116,NVT,8186.0,8246.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.36,7.0,16.65,0.05,2.56,587975.0,26.63,0.94,32.0,0.08,25.3,29.64,167700000.0,31.26,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,463.0,108.0,157.0,3072.0,0.0,39.0,4096.0,0.0,285.0,0.0,0.0,26.0
36,CNHI,8186.0,8221.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.45,6.0,5.5,0.1,0.44,2725012.0,14.59,0.54,17.0,0.09,13.44,15.72,1350000000.0,16.53,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,317.0,175.0,875.0,2560.0,0.0,38.0,4096.0,0.0,157.0,0.0,0.0,3.0
398,CFR,8186.0,8210.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.39,7.0,62.22,-0.07,1.37,236658.0,105.15,0.87,124.0,0.09,99.0,115.36,63310000.0,123.14,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,398.0,127.0,200.0,3072.0,0.0,41.0,4096.0,0.0,262.0,1.0,0.0,13.0
462,PNC,8186.0,8202.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.39,7.0,97.25,-0.22,1.57,1070527.0,168.49,0.85,199.0,0.1,158.51,183.3,426000000.0,196.01,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,360.0,129.0,233.0,3072.0,0.0,40.0,4096.0,0.0,256.0,1.0,0.0,15.0
181,VER,8186.0,8174.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.23,7.0,22.55,-0.03,0.45,1380038.0,39.13,0.97,48.0,0.09,38.21,42.43,229160000.0,44.58,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,345.0,49.0,284.0,3072.0,0.0,31.0,4096.0,0.0,294.0,0.0,0.0,3.0
366,WAL,8186.0,8129.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.64,4.0,29.21,0.09,1.3,579411.0,85.45,0.91,108.0,0.06,76.67,99.88,100800000.0,102.94,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,692.0,235.0,1248.0,1536.0,0.0,35.0,4096.0,0.0,275.0,0.0,0.0,12.0
456,VMC,8186.0,8105.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,7.0,96.07,0.02,1.69,848142.0,165.12,0.91,192.0,0.09,159.11,178.11,132750000.0,190.05,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,322.0,77.0,204.0,3072.0,0.0,41.0,4096.0,0.0,275.0,1.0,0.0,17.0
353,PWR,8186.0,8101.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.37,5.0,30.91,-0.06,0.47,575574.0,83.3,0.95,101.0,0.06,79.35,94.4,140690000.0,96.02,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,546.0,102.0,984.0,2048.0,0.0,34.0,4096.0,0.0,288.0,0.0,0.0,3.0
508,SIVB,8186.0,8031.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.49,5.0,172.79,0.03,0.46,314981.0,491.96,0.89,588.0,0.09,452.3,532.04,51820000.0,557.56,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,334.0,180.0,1067.0,2048.0,0.0,34.0,4096.0,0.0,269.0,0.0,0.0,3.0
76,RF,8186.0,7963.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.42,6.0,9.19,-0.06,3.38,8136941.0,19.69,0.76,23.0,0.09,18.49,21.41,961000000.0,22.56,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,358.0,133.0,514.0,2560.0,0.0,39.0,4096.0,0.0,227.0,0.0,0.0,36.0
279,FUL,8186.0,7890.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,6.0,31.92,0.12,1.97,154987.0,59.31,0.99,70.0,0.08,57.2,66.19,52490000.0,68.46,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,475.0,76.0,323.0,2560.0,0.0,39.0,4096.0,0.0,301.0,0.0,0.0,20.0
231,ABCB,8186.0,7865.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.49,5.0,18.97,-0.08,0.54,367368.0,48.01,0.87,57.0,0.07,44.38,52.99,69300000.0,56.13,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,425.0,168.0,822.0,2048.0,0.0,40.0,4096.0,0.0,262.0,0.0,0.0,4.0
503,MLM,8186.0,7827.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.33,6.0,168.07,0.03,1.52,182188.0,325.11,0.99,378.0,0.09,310.67,353.76,62300000.0,374.47,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,361.0,95.0,358.0,2560.0,0.0,41.0,4096.0,0.0,301.0,0.0,0.0,15.0
504,CACC,8186.0,7804.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.15,7.0,288.29,0.16,3.56,129916.0,367.11,0.73,524.0,0.1,354.01,385.15,17060000.0,420.97,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,201.0,76.0,93.0,3072.0,0.0,9.0,4096.0,0.0,218.0,1.0,0.0,38.0
96,DAN,8186.0,7802.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.42,5.0,9.62,0.17,0.21,1115998.0,23.48,0.97,28.0,0.07,21.79,25.82,144900000.0,26.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,408.0,159.0,764.0,2048.0,0.0,33.0,4096.0,0.0,294.0,0.0,0.0,0.0
269,PFG,8186.0,7634.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.32,6.0,33.62,-0.29,0.8,889183.0,57.2,0.73,67.0,0.08,54.59,63.02,272900000.0,65.29,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,417.0,98.0,200.0,2560.0,0.0,38.0,4096.0,0.0,218.0,0.0,0.0,7.0
193,TPR,8186.0,7621.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.55,3.0,12.2,0.19,1.13,3274022.0,39.74,0.91,49.0,0.05,36.47,45.14,278200000.0,45.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,557.0,184.0,1444.0,1024.0,0.0,30.0,4096.0,0.0,275.0,0.0,0.0,11.0
355,DELL,8186.0,7575.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.3,5.0,41.86,0.09,1.92,953253.0,84.81,0.81,103.0,0.06,80.35,95.88,750000000.0,96.4,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,535.0,114.0,488.0,2048.0,0.0,32.0,4096.0,0.0,243.0,0.0,0.0,19.0
329,CBRE,8186.0,7556.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.38,5.0,35.85,0.01,0.55,2015612.0,73.5,0.98,87.0,0.07,69.61,82.26,339580000.0,86.38,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,488.0,114.0,467.0,2048.0,0.0,41.0,4096.0,0.0,298.0,0.0,0.0,4.0
284,DOW,8186.0,7541.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.27,6.0,33.51,0.22,3.14,4788678.0,60.78,0.69,70.0,0.09,58.59,64.83,744800000.0,68.08,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,273.0,77.0,259.0,2560.0,0.0,38.0,4096.0,0.0,205.0,0.0,0.0,33.0
80,TS,8186.0,7515.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.49,5.0,9.15,-0.33,1.16,1453589.0,19.74,0.12,24.0,0.06,18.26,22.37,590270000.0,23.39,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,546.0,166.0,588.0,2048.0,0.0,38.0,4096.0,0.0,22.0,0.0,0.0,11.0
133,MDU,8186.0,7503.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.29,6.0,19.86,0.01,0.18,658164.0,29.65,0.72,35.0,0.07,28.4,32.86,200520000.0,34.18,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,443.0,90.0,59.0,2560.0,0.0,39.0,4096.0,0.0,214.0,0.0,0.0,2.0
73,CADE,8186.0,7499.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.47,3.0,5.75,-0.18,2.98,827215.0,20.34,0.96,24.0,0.06,18.65,21.83,125970000.0,22.42,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,300.0,186.0,1540.0,1024.0,0.0,31.0,4096.0,0.0,291.0,0.0,0.0,31.0
479,SBNY,8186.0,7482.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.63,3.0,76.01,0.01,0.18,488946.0,202.4,0.96,257.0,0.05,177.65,237.0,52670000.0,239.17,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,700.0,285.0,1053.0,1024.0,0.0,31.0,4096.0,0.0,291.0,0.0,0.0,2.0
425,DOV,8186.0,7464.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.23,6.0,84.94,0.13,0.33,625762.0,132.35,0.85,153.0,0.07,129.25,144.6,143760000.0,149.57,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,379.0,49.0,83.0,2560.0,0.0,39.0,4096.0,0.0,256.0,0.0,0.0,2.0
377,CM,8186.0,7461.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.26,6.0,56.2,-0.27,0.35,559129.0,94.71,0.71,109.0,0.08,91.52,101.88,447280000.0,108.33,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,310.0,71.0,168.0,2560.0,0.0,42.0,4096.0,0.0,211.0,1.0,0.0,2.0
500,URI,8186.0,7444.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.41,4.0,116.06,-0.03,0.2,476867.0,290.36,0.96,348.0,0.06,271.27,327.49,72340000.0,333.06,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,524.0,144.0,818.0,1536.0,0.0,35.0,4096.0,0.0,291.0,0.0,0.0,0.0
60,KIM,8186.0,7438.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.39,5.0,9.15,-0.03,0.57,3170070.0,18.1,0.89,21.0,0.07,16.96,20.11,430520000.0,20.86,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,455.0,138.0,386.0,2048.0,0.0,42.0,4096.0,0.0,269.0,0.0,0.0,4.0
261,JCI,8186.0,7428.0,10,1,True,True,True,True,True,True,True,True,True,True,False,True,0.32,5.0,28.46,0.03,0.69,4268776.0,56.25,0.93,66.0,0.06,53.34,62.36,717100000.0,64.31,4096.0,2048.0,1024.0,512.0,256,128.0,64.0,32.0,16.0,8.0,0.0,2,445.0,112.0,401.0,2048.0,0.0,38.0,4096.0,0.0,282.0,0.0,0.0,6.0
